TOPIC,TAXONOMY,CLASSIFICATION,GROUP,GROUP_ORDER,SUBGROUP,SUBGROUP_ORDER,ESTIMATE_TYPE,TIME_PERIOD,ESTIMATE
Delayed getting medical care due to cost among adults,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,21,100% to <200% FPL,77,"Percent of population, crude",2021,9.6
Delayed getting medical care due to cost among adults,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,21,100% to <200% FPL,77,"Percent of population, crude",2022,11.3
Delayed getting medical care due to cost among adults,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,21,100% to <200% FPL,77,"Percent of population, crude",2023,11.5
Delayed getting medical care due to cost among adults,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,21,100% to <200% FPL,77,"Percent of population, crude",2024,11.7
Delayed getting medical care due to cost among adults,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2019,6.4
Delayed getting medical care due to cost among adults,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2020,5.6
Delayed getting medical care due to cost among adults,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2021,6.0
Delayed getting medical care due to cost among adults,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2022,5.5
Delayed getting medical care due to cost among adults,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2023,5.5
Delayed getting medical care due to cost among adults,Healthcare access and quality,Socioeconomic Characteristic,Poverty level,21,≥200% FPL,78,"Percent of population, crude",2024,7.4
Dental exam or cleaning,Oral health,Total,Total,1,18 years and older,1,"Percent of population, crude",2019,65.3
Dental exam or cleaning,Oral health,Total,Total,1,18 years and older,1,"Percent of population, crude",2020,63.0
Dental exam or cleaning,Oral health,Total,Total,1,18 years and older,1,"Percent of population, crude",2022,63.3
Dental exam or cleaning,Oral health,Total,Total,1,18 years and older,1,"Percent of population, crude",2023,65.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,18-34 years,2,"Percent of population, crude",2019,64.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,18-34 years,2,"Percent of population, crude",2020,60.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,18-34 years,2,"Percent of population, crude",2022,61.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,18-34 years,2,"Percent of population, crude",2023,62.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,35-49 years,3,"Percent of population, crude",2019,65.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,35-49 years,3,"Percent of population, crude",2020,63.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,35-49 years,3,"Percent of population, crude",2022,63.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,35-49 years,3,"Percent of population, crude",2023,66.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,"Percent of population, crude",2019,66.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,"Percent of population, crude",2020,65.1
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,"Percent of population, crude",2022,65.1
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,50-64 years,4,"Percent of population, crude",2023,67.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,65 years and older,5,"Percent of population, crude",2019,64.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,65 years and older,5,"Percent of population, crude",2020,63.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,65 years and older,5,"Percent of population, crude",2022,63.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 65 years and older,2,65 years and older,5,"Percent of population, crude",2023,66.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,"Percent of population, crude",2019,64.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,"Percent of population, crude",2020,60.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,"Percent of population, crude",2022,61.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,18-44 years,6,"Percent of population, crude",2023,63.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,"Percent of population, crude",2019,66.6
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,"Percent of population, crude",2020,65.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,"Percent of population, crude",2022,65.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,45-64 years,7,"Percent of population, crude",2023,67.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,65-74 years,8,"Percent of population, crude",2019,67.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,65-74 years,8,"Percent of population, crude",2020,65.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,65-74 years,8,"Percent of population, crude",2022,65.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,65-74 years,8,"Percent of population, crude",2023,68.1
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,75 years and older,9,"Percent of population, crude",2019,59.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,75 years and older,9,"Percent of population, crude",2020,60.6
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,75 years and older,9,"Percent of population, crude",2022,61.0
Dental exam or cleaning,Oral health,Demographic Characteristic,Age groups with 75 years and older,3,75 years and older,9,"Percent of population, crude",2023,64.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Disability status,4,With disability,10,"Percent of population, crude",2019,49.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Disability status,4,With disability,10,"Percent of population, crude",2020,45.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Disability status,4,With disability,10,"Percent of population, crude",2022,47.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Disability status,4,With disability,10,"Percent of population, crude",2023,51.0
Dental exam or cleaning,Oral health,Demographic Characteristic,Disability status,4,Without disability,11,"Percent of population, crude",2019,66.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Disability status,4,Without disability,11,"Percent of population, crude",2020,64.6
Dental exam or cleaning,Oral health,Demographic Characteristic,Disability status,4,Without disability,11,"Percent of population, crude",2022,64.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Disability status,4,Without disability,11,"Percent of population, crude",2023,67.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,"Percent of population, crude",2019,58.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,"Percent of population, crude",2020,56.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,"Percent of population, crude",2022,57.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Functioning difficulties status,5,With functioning difficulties,12,"Percent of population, crude",2023,60.6
Dental exam or cleaning,Oral health,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,"Percent of population, crude",2019,70.0
Dental exam or cleaning,Oral health,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,"Percent of population, crude",2020,67.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,"Percent of population, crude",2022,68.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Functioning difficulties status,5,Without functioning difficulties,13,"Percent of population, crude",2023,69.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Married,14,"Percent of population, crude",2019,70.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Married,14,"Percent of population, crude",2020,67.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Married,14,"Percent of population, crude",2022,69.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Married,14,"Percent of population, crude",2023,71.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Divorced or separated,15,"Percent of population, crude",2019,57.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Divorced or separated,15,"Percent of population, crude",2020,57.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Divorced or separated,15,"Percent of population, crude",2022,56.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Divorced or separated,15,"Percent of population, crude",2023,58.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Widowed,16,"Percent of population, crude",2019,54.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Widowed,16,"Percent of population, crude",2020,54.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Widowed,16,"Percent of population, crude",2022,55.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Widowed,16,"Percent of population, crude",2023,57.1
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Living with a partner,17,"Percent of population, crude",2019,54.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Living with a partner,17,"Percent of population, crude",2020,51.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Living with a partner,17,"Percent of population, crude",2022,53.1
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Living with a partner,17,"Percent of population, crude",2023,56.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Never married,18,"Percent of population, crude",2019,65.1
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Never married,18,"Percent of population, crude",2020,61.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Never married,18,"Percent of population, crude",2022,59.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Marital status,6,Never married,18,"Percent of population, crude",2023,61.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Nativity,7,U.S.-born,19,"Percent of population, crude",2019,66.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Nativity,7,U.S.-born,19,"Percent of population, crude",2020,64.1
Dental exam or cleaning,Oral health,Demographic Characteristic,Nativity,7,U.S.-born,19,"Percent of population, crude",2022,64.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Nativity,7,U.S.-born,19,"Percent of population, crude",2023,66.0
Dental exam or cleaning,Oral health,Demographic Characteristic,Nativity,7,Foreign-born,20,"Percent of population, crude",2019,61.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Nativity,7,Foreign-born,20,"Percent of population, crude",2020,58.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Nativity,7,Foreign-born,20,"Percent of population, crude",2022,59.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Nativity,7,Foreign-born,20,"Percent of population, crude",2023,63.6
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,"Percent of population, crude",2019,62.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,"Percent of population, crude",2020,50.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,"Percent of population, crude",2022,48.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,American Indian and Alaska Native only,21,"Percent of population, crude",2023,60.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Asian only,22,"Percent of population, crude",2019,70.0
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Asian only,22,"Percent of population, crude",2020,64.0
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Asian only,22,"Percent of population, crude",2022,65.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Asian only,22,"Percent of population, crude",2023,67.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Black only,23,"Percent of population, crude",2019,59.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Black only,23,"Percent of population, crude",2020,55.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Black only,23,"Percent of population, crude",2022,58.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Black only,23,"Percent of population, crude",2023,58.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,"Percent of population, crude",2019,64.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,"Percent of population, crude",2020,65.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,"Percent of population, crude",2022,54.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Native Hawaiian or Other Pacific Islander only,24,"Percent of population, crude",2023,66.6
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,White only,25,"Percent of population, crude",2019,66.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,White only,25,"Percent of population, crude",2020,65.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,White only,25,"Percent of population, crude",2022,65.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,White only,25,"Percent of population, crude",2023,67.1
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,"Percent of population, crude",2019,44.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,"Percent of population, crude",2020,42.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,"Percent of population, crude",2022,44.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,American Indian and Alaska Native and White,26,"Percent of population, crude",2023,62.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Black and White,27,"Percent of population, crude",2019,58.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Black and White,27,"Percent of population, crude",2020,58.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Black and White,27,"Percent of population, crude",2022,63.6
Dental exam or cleaning,Oral health,Demographic Characteristic,Race,8,Black and White,27,"Percent of population, crude",2023,66.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,"Percent of population, crude",2019,57.6
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,"Percent of population, crude",2020,55.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,"Percent of population, crude",2022,55.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic",28,"Percent of population, crude",2023,61.0
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,"Percent of population, crude",2019,56.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,"Percent of population, crude",2020,53.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,"Percent of population, crude",2022,54.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, Hispanic, Mexican",29,"Percent of population, crude",2023,57.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,"Percent of population, crude",2019,66.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,"Percent of population, crude",2020,64.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,"Percent of population, crude",2022,64.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"All races, non-Hispanic",30,"Percent of population, crude",2023,66.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,"Percent of population, crude",2019,59.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,"Percent of population, crude",2020,55.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,"Percent of population, crude",2022,58.6
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"Black only, non-Hispanic",31,"Percent of population, crude",2023,58.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,"Percent of population, crude",2019,68.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,"Percent of population, crude",2020,66.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,"Percent of population, crude",2022,66.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"White only, non-Hispanic",32,"Percent of population, crude",2023,68.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,"Percent of population, crude",2019,66.6
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,"Percent of population, crude",2020,60.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,"Percent of population, crude",2022,61.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Race and Hispanic origin,9,"Other races, non-Hispanic",33,"Percent of population, crude",2023,66.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Sex,10,Female,34,"Percent of population, crude",2019,68.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Sex,10,Female,34,"Percent of population, crude",2020,65.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Sex,10,Female,34,"Percent of population, crude",2022,66.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Sex,10,Female,34,"Percent of population, crude",2023,69.1
Dental exam or cleaning,Oral health,Demographic Characteristic,Sex,10,Male,35,"Percent of population, crude",2019,61.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Sex,10,Male,35,"Percent of population, crude",2020,60.0
Dental exam or cleaning,Oral health,Demographic Characteristic,Sex,10,Male,35,"Percent of population, crude",2022,60.0
Dental exam or cleaning,Oral health,Demographic Characteristic,Sex,10,Male,35,"Percent of population, crude",2023,62.0
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Bisexual,36,"Percent of population, crude",2019,58.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Bisexual,36,"Percent of population, crude",2020,53.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Bisexual,36,"Percent of population, crude",2022,56.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Bisexual,36,"Percent of population, crude",2023,54.1
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2019,66.9
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2020,60.2
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2022,69.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Gay or Lesbian,37,"Percent of population, crude",2023,69.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2019,65.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2020,63.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2022,63.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Sexual orientation,11,Straight,38,"Percent of population, crude",2023,65.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2019,61.5
Dental exam or cleaning,Oral health,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2020,62.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2022,63.8
Dental exam or cleaning,Oral health,Demographic Characteristic,Veteran status,12,Veteran,39,"Percent of population, crude",2023,63.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2019,65.7
Dental exam or cleaning,Oral health,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2020,63.3
Dental exam or cleaning,Oral health,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2022,63.4
Dental exam or cleaning,Oral health,Demographic Characteristic,Veteran status,12,Non-veteran,40,"Percent of population, crude",2023,65.7
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2019,67.7
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2020,65.0
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2022,64.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Large MSA,41,"Percent of population, crude",2023,67.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2019,64.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2020,62.7
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2022,64.0
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Small MSA,42,"Percent of population, crude",2023,64.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2019,57.1
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2020,55.4
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2022,55.9
Dental exam or cleaning,Oral health,Geographic Characteristic,Metropolitan statistical area,13,Non-MSA,43,"Percent of population, crude",2023,58.7
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2019,70.0
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2020,67.2
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2022,67.1
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,Northeast,44,"Percent of population, crude",2023,70.6
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2019,67.0
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2020,64.7
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2022,66.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,Midwest,45,"Percent of population, crude",2023,66.7
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2019,60.6
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2020,58.9
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2022,58.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,South,46,"Percent of population, crude",2023,61.6
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2019,67.6
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2020,64.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2022,64.7
Dental exam or cleaning,Oral health,Geographic Characteristic,Region,14,West,47,"Percent of population, crude",2023,67.6
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2019,70.6
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2020,70.1
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2022,69.6
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Little to no social vulnerability,48,"Percent of population, crude",2023,71.3
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2019,67.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2020,65.6
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2022,67.1
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Low social vulnerability,49,"Percent of population, crude",2023,68.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2019,64.9
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2020,60.5
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2022,63.8
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,Medium social vulnerability,50,"Percent of population, crude",2023,65.2
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2019,58.9
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2020,57.7
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2022,57.7
Dental exam or cleaning,Oral health,Geographic Characteristic,Social vulnerability,15,High social vulnerability,51,"Percent of population, crude",2023,61.1
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Large central metro,52,"Percent of population, crude",2019,66.6
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Large central metro,52,"Percent of population, crude",2020,64.2
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Large central metro,52,"Percent of population, crude",2022,63.1
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Large central metro,52,"Percent of population, crude",2023,66.0
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,"Percent of population, crude",2019,69.1
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,"Percent of population, crude",2020,66.1
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,"Percent of population, crude",2022,67.1
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Large fringe metro,53,"Percent of population, crude",2023,69.9
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,"Percent of population, crude",2019,64.7
Dental exam or cleaning,Oral health,Geographic Characteristic,Urbanicity,16,Medium and small metro,54,"Percent of population, crude",2020,62.7
